variant,window,piece,cumulative,share
carry_hedged_cost2x,2000s,carry_earned,0.3065244183332638,4.636979695807735
carry_hedged_cost2x,2000s,yield_change_pnl,-0.20627029194665916,-3.120375077476158
carry_hedged_cost2x,2000s,funding,0.0,0.0
carry_hedged_cost2x,2000s,fx,0.0,0.0
carry_hedged_cost2x,2000s,cost,-0.0341498001998002,-0.5166046183315772
carry_hedged_cost2x,2000s,r_net,0.06610432618680445,1.0
carry_hedged_cost2x,2010s,carry_earned,0.18941355512021613,1.276674630132236
carry_hedged_cost2x,2010s,yield_change_pnl,-0.006446143676370798,-0.043447936387587455
carry_hedged_cost2x,2010s,funding,0.0,0.0
carry_hedged_cost2x,2010s,fx,0.0,0.0
carry_hedged_cost2x,2010s,cost,-0.03460262792762793,-0.23322669374464863
carry_hedged_cost2x,2010s,r_net,0.1483647835162174,1.0
carry_hedged_cost2x,2020s,carry_earned,0.1723602269858331,-2.056609424907583
carry_hedged_cost2x,2020s,yield_change_pnl,-0.23089011268891105,2.7549904649001076
carry_hedged_cost2x,2020s,funding,0.0,-0.0
carry_hedged_cost2x,2020s,fx,0.0,-0.0
carry_hedged_cost2x,2020s,cost,-0.02527806776556777,0.3016189600074746
carry_hedged_cost2x,2020s,r_net,-0.0838079534686458,1.0
carry_hedged_no_gb30,full,carry_earned,0.7603986145841739,4.188374231859701
carry_hedged_no_gb30,full,yield_change_pnl,-0.5271512440874604,-2.9036174510077224
carry_hedged_no_gb30,full,funding,0.0,0.0
carry_hedged_no_gb30,full,fx,0.0,0.0
carry_hedged_no_gb30,full,cost,-0.051697544122544126,-0.2847567808519786
carry_hedged_no_gb30,full,r_net,0.18154982637416942,1.0
carry_hedged_no_gb30,six,carry_earned,0.5079036025042569,4.437103595209082
carry_hedged_no_gb30,six,yield_change_pnl,-0.3542850117470737,-3.0950741274540516
carry_hedged_no_gb30,six,funding,0.0,0.0
carry_hedged_no_gb30,six,fx,0.0,0.0
carry_hedged_no_gb30,six,cost,-0.03915121545121546,-0.34202946775503024
carry_hedged_no_gb30,six,r_net,0.11446737530596779,1.0
carry_hedged_no_gb30,1990s,carry_earned,0.08853238816716845,-13.899972469550718
carry_hedged_no_gb30,1990s,yield_change_pnl,-0.09065163734094255,14.232703866290585
carry_hedged_no_gb30,1990s,funding,0.0,-0.0
carry_hedged_no_gb30,1990s,fx,0.0,-0.0
carry_hedged_no_gb30,1990s,cost,-0.00425,0.6672686032601346
carry_hedged_no_gb30,1990s,r_net,-0.006369249173774086,1.0
carry_hedged_no_gb30,2000s,carry_earned,0.3065244183332638,3.6851078330150195
carry_hedged_no_gb30,2000s,yield_change_pnl,-0.20627029194665916,-2.4798294136047954
carry_hedged_no_gb30,2000s,funding,0.0,0.0
carry_hedged_no_gb30,2000s,fx,0.0,0.0
carry_hedged_no_gb30,2000s,cost,-0.0170749000999001,-0.20527841941022434
carry_hedged_no_gb30,2000s,r_net,0.08317922628670457,1.0
carry_hedged_no_gb30,2010s,carry_earned,0.19000863202438373,1.1417859375363353
carry_hedged_no_gb30,2010s,yield_change_pnl,-0.006529643445650882,-0.03923745455108441
carry_hedged_no_gb30,2010s,funding,0.0,0.0
carry_hedged_no_gb30,2010s,fx,0.0,0.0
carry_hedged_no_gb30,2010s,cost,-0.01706545537795538,-0.1025484829852507
carry_hedged_no_gb30,2010s,r_net,0.16641353320077745,1.0
carry_hedged_no_gb30,2020s,carry_earned,0.17533317605935803,-2.842917187033048
carry_hedged_no_gb30,2020s,yield_change_pnl,-0.22369967135420787,3.6271494917266627
carry_hedged_no_gb30,2020s,funding,0.0,-0.0
carry_hedged_no_gb30,2020s,fx,0.0,-0.0
carry_hedged_no_gb30,2020s,cost,-0.013307188644688646,0.21576769530638523
carry_hedged_no_gb30,2020s,r_net,-0.06167368393953849,1.0
